CATEGORY,INDEX,NORAD_CAT_ID_1,OBJECT_NAME_1,SHAPE_1,OBJECT_CLASS_1,NORAD_CAT_ID_2,OBJECT_NAME_2,SHAPE_2,OBJECT_CLASS_2,TCA,TCA_RANGE,TCA_RELATIVE_SPEED,DILUTION,RADIUS_1,RADIUS_2,HBR,PC_CELESTRAK,PC_SPACEMAP,ERROR(RATIO)
spacemap,857,56890,STARLINK-5528 [+],,Unknown,57217,KUZGTU 1 (RS47S) [+],Unknown,Unknown,2023-09-24 16:35:33.845,0.5613704992989157,8.256,0.154,0.001,0.0015,0.0025,1.202e-05,2.1887426364977533e-05,1.8209173348566998
Celestrak,860,56744,SNIPE 4 [+],,Unknown,52981,MINOTAUR 4 DEB [-],Unknown,Unknown,2023-09-26 04:47:43.618,0.562,14.717,0.326,0.001,0.0003,0.0013,5.684e-06,5.905952811254754e-06,0.0
spacemap,860,56744,SNIPE 4 [+],,Unknown,52981,MINOTAUR 4 DEB [-],Unknown,Unknown,2023-09-26 04:47:43.618,0.5619659593926003,14.717,0.326,0.001,0.0003,0.0013,5.684e-06,5.905952811254754e-06,1.039048700080006
Celestrak,866,57257,STARLINK-5503 [+],,Unknown,36050,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-28 05:22:15.710,0.564,12.953,0.224,0.001,0.0003,0.0013,8.247e-06,5.860525070650368e-06,0.0
spacemap,866,57257,STARLINK-5503 [+],,Unknown,36050,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-28 05:22:15.710,0.5641398061815144,12.953,0.224,0.001,0.0003,0.0013,8.247e-06,5.860525070650368e-06,0.7106250843519301
Celestrak,878,57800,XRISM [+],,Unknown,27226,PSLV DEB [-],Unknown,Unknown,2023-09-28 17:51:01.404,0.567,10.225,0.174,0.001,0.0003,0.0013,1.057e-05,5.792283518643465e-06,0.0
spacemap,878,57800,XRISM [+],,Unknown,27226,PSLV DEB [-],Unknown,Unknown,2023-09-28 17:51:01.404,0.5674532967700486,10.225,0.174,0.001,0.0003,0.0013,1.057e-05,5.792283518643465e-06,0.5479927642992871
Celestrak,920,57182,MONITOR-4 (RS57S) [+],,Unknown,57615,STARLINK-30246 [+],,Unknown,2023-09-30 02:56:08.407,0.582,10.438,0.18,0.001,0.001,0.002,9.909e-06,1.3024791949168398e-05,0.0
spacemap,920,57182,MONITOR-4 (RS57S) [+],,Unknown,57615,STARLINK-30246 [+],,Unknown,2023-09-30 02:56:08.407,0.5821757891405315,10.438,0.18,0.001,0.001,0.002,9.909e-06,1.3024791949168398e-05,1.314440604417035
Celestrak,931,57365,STARLINK-5007 [+],,Unknown,56231,OBJECT BQ [-],Unknown,Unknown,2023-09-24 20:19:38.982,0.586,8.537,0.163,0.001,0.0015,0.0025,1.092e-05,2.0116271773110244e-05,0.0
spacemap,931,57365,STARLINK-5007 [+],,Unknown,56231,OBJECT BQ [-],Unknown,Unknown,2023-09-24 20:19:38.982,0.585563112783269,8.537,0.163,0.001,0.0015,0.0025,1.092e-05,2.0116271773110244e-05,1.8421494297720002
Celestrak,944,57061,STARLINK-5869 [+],,Unknown,39790,IRIDIUM 33 DEB [-],Unknown,Unknown,2023-09-26 13:23:56.947,0.588,9.537,0.172,0.001,0.0003,0.0013,1.028e-05,5.3973000930485335e-06,0.0
spacemap,944,57061,STARLINK-5869 [+],,Unknown,39790,IRIDIUM 33 DEB [-],Unknown,Unknown,2023-09-26 13:23:56.947,0.5878504607074886,9.537,0.172,0.001,0.0003,0.0013,1.028e-05,5.3973000930485335e-06,0.5250291919307912
Celestrak,947,57241,STARLINK-6349 [+],,Unknown,41461,ASAP-S [-],Unknown,Unknown,2023-09-25 02:27:56.477,0.589,11.102,0.192,0.001,0.0015,0.0025,9.18e-06,1.9884626448334096e-05,0.0
spacemap,947,57241,STARLINK-6349 [+],,Unknown,41461,ASAP-S [-],Unknown,Unknown,2023-09-25 02:27:56.477,0.5889640790389206,11.102,0.192,0.001,0.0015,0.0025,9.18e-06,1.9884626448334096e-05,2.1660813124546943
Celestrak,986,56457,STARLINK-5994 [+],,Unknown,48837,FALCON 9 DEB [-],Unknown,Unknown,2023-09-24 18:51:15.973,0.603,2.466,0.144,0.001,0.0003,0.0013,1.2e-05,5.129539761710494e-06,0.0
spacemap,986,56457,STARLINK-5994 [+],,Unknown,48837,FALCON 9 DEB [-],Unknown,Unknown,2023-09-24 18:51:15.973,0.6029982121729571,2.466,0.144,0.001,0.0003,0.0013,1.2e-05,5.129539761710494e-06,0.42746164680920784
Celestrak,1006,57033,OBJECT AF [+],,Unknown,14229,SL-3 DEB [-],Unknown,Unknown,2023-09-28 23:47:42.306,0.609,14.186,0.302,0.001,0.0003,0.0013,5.653e-06,5.034943344656339e-06,0.0
spacemap,1006,57033,OBJECT AF [+],,Unknown,14229,SL-3 DEB [-],Unknown,Unknown,2023-09-28 23:47:42.306,0.608636451240093,14.186,0.302,0.001,0.0003,0.0013,5.653e-06,5.034943344656339e-06,0.8906674941900476
Celestrak,1016,56861,OBJECT R [+],,Unknown,51582,COSMOS 1408 DEB [-],Unknown,Unknown,2023-09-30 12:23:44.201,0.611,15.197,0.428,0.001,0.0003,0.0013,3.985e-06,4.998707944154276e-06,0.0
spacemap,1016,56861,OBJECT R [+],,Unknown,51582,COSMOS 1408 DEB [-],Unknown,Unknown,2023-09-30 12:23:44.201,0.6108384715386775,15.197,0.428,0.001,0.0003,0.0013,3.985e-06,4.998707944154276e-06,1.2543809144678233
Celestrak,1019,57332,STARLINK-5831 [+],,Unknown,40035,FLOCK 1C-9 [-],Unknown,Unknown,2023-09-26 19:50:19.254,0.613,14.197,0.307,0.001,0.0015,0.0025,2.708e-06,1.8384308928847265e-05,0.0
spacemap,1019,57332,STARLINK-5831 [+],,Unknown,40035,FLOCK 1C-9 [-],Unknown,Unknown,2023-09-26 19:50:19.254,0.6125256988856529,14.197,0.307,0.001,0.0015,0.0025,2.708e-06,1.8384308928847265e-05,6.788888083030748
Celestrak,1025,56832,STARLINK-30128 [+],,Unknown,43682,H-2A R/B [-],Unknown,Unknown,2023-09-28 17:36:21.870,0.615,9.365,0.178,0.001,0.0015,0.0025,9.488e-06,1.8236232488678546e-05,0.0
spacemap,1025,56832,STARLINK-30128 [+],,Unknown,43682,H-2A R/B [-],Unknown,Unknown,2023-09-28 17:36:21.870,0.6150075576245749,9.365,0.178,0.001,0.0015,0.0025,9.488e-06,1.8236232488678546e-05,1.9220312488067608
Celestrak,1041,57223,STARLINK-5519 [+],,Unknown,19396,TIROS 8 DEB [-],Unknown,Unknown,2023-09-29 18:17:56.278,0.619,2.489,0.148,0.001,0.0003,0.0013,1.139e-05,4.872152175956186e-06,0.0
spacemap,1041,57223,STARLINK-5519 [+],,Unknown,19396,TIROS 8 DEB [-],Unknown,Unknown,2023-09-29 18:17:56.278,0.618721031144156,2.489,0.148,0.001,0.0003,0.0013,1.139e-05,4.872152175956186e-06,0.4277569952551525
Celestrak,1054,56694,STARLINK-30126 [+],,Unknown,30111,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-30 06:12:21.569,0.624,14.277,0.319,0.001,0.0003,0.0013,5.224e-06,4.785407015571687e-06,0.0
spacemap,1054,56694,STARLINK-30126 [+],,Unknown,30111,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-30 06:12:21.569,0.6243036663193267,14.277,0.319,0.001,0.0003,0.0013,5.224e-06,4.785407015571687e-06,0.9160426905765097
Celestrak,1055,57205,ARCCUBE 1 (RS25S) [+],,Unknown,57614,STARLINK-30244 [+],Unknown,Unknown,2023-09-27 10:05:51.295,0.624,9.33,0.181,0.001,0.0015,0.0025,9.225e-06,1.768717390077886e-05,0.0
spacemap,1055,57205,ARCCUBE 1 (RS25S) [+],,Unknown,57614,STARLINK-30244 [+],Unknown,Unknown,2023-09-27 10:05:51.295,0.6244806011073242,9.33,0.181,0.001,0.0015,0.0025,9.225e-06,1.768717390077886e-05,1.9173088239326677
Celestrak,1073,57581,OBJECT B [+],,Unknown,12987,COSMOS 1328 [?],Unknown,Unknown,2023-09-28 14:00:57.647,0.631,15.142,0.446,0.001,0.0015,0.0025,3.696e-06,1.7322745749049463e-05,0.0
spacemap,1073,57581,OBJECT B [+],,Unknown,12987,COSMOS 1328 [?],Unknown,Unknown,2023-09-28 14:00:57.647,0.6310153396916888,15.142,0.446,0.001,0.0015,0.0025,3.696e-06,1.7322745749049463e-05,4.686890083617279
Celestrak,1084,57652,STARLINK-30276 [+],,Unknown,43673,H-2A DEB [-],Unknown,Unknown,2023-09-26 19:04:49.495,0.633,13.395,0.269,0.001,0.0003,0.0013,6.111e-06,4.6569103375488925e-06,0.0
spacemap,1084,57652,STARLINK-30276 [+],,Unknown,43673,H-2A DEB [-],Unknown,Unknown,2023-09-26 19:04:49.495,0.6328582211270408,13.395,0.269,0.001,0.0003,0.0013,6.111e-06,4.6569103375488925e-06,0.7620537289394359
Celestrak,1103,57637,STARLINK-30311 [+],,Unknown,57325,OBJECT AZ [-],Unknown,Unknown,2023-09-27 21:09:24.071,0.636,8.676,0.178,0.001,0.0015,0.0025,9.184e-06,1.703710007748555e-05,0.0
spacemap,1103,57637,STARLINK-30311 [+],,Unknown,57325,OBJECT AZ [-],Unknown,Unknown,2023-09-27 21:09:24.071,0.6362833068773643,8.676,0.178,0.001,0.0015,0.0025,9.184e-06,1.703710007748555e-05,1.8550849387506043
Celestrak,1115,56853,OBJECT H [+],,Unknown,33981,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-25 16:59:43.865,0.638,13.146,0.259,0.001,0.0003,0.0013,6.298e-06,4.576514715212561e-06,0.0
spacemap,1115,56853,OBJECT H [+],,Unknown,33981,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-25 16:59:43.865,0.6383927650255086,13.146,0.259,0.001,0.0003,0.0013,6.298e-06,4.576514715212561e-06,0.7266615933967229
Celestrak,1116,57440,STARLINK-30159 [+],,Unknown,33624,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-27 20:43:50.080,0.639,14.197,0.318,0.001,0.0003,0.0013,5.114e-06,4.565031396592838e-06,0.0
spacemap,1116,57440,STARLINK-30159 [+],,Unknown,33624,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-27 20:43:50.080,0.6391952029536098,14.197,0.318,0.001,0.0003,0.0013,5.114e-06,4.565031396592838e-06,0.8926537732876101
Celestrak,1119,56526,STARLINK-6317 [+],,Unknown,37691,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-28 19:39:25.840,0.64,14.269,0.316,0.001,0.0003,0.0013,5.14e-06,4.548053606062512e-06,0.0
spacemap,1119,56526,STARLINK-6317 [+],,Unknown,37691,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-28 19:39:25.840,0.6403871502772405,14.269,0.316,0.001,0.0003,0.0013,5.14e-06,4.548053606062512e-06,0.8848353319187767
Celestrak,1135,56449,STARLINK-5993 [+],,Unknown,14559,DELTA 1 DEB [-],Unknown,Unknown,2023-09-26 04:53:45.649,0.646,12.456,0.241,0.001,0.0003,0.0013,6.68e-06,4.463598238691647e-06,0.0
spacemap,1135,56449,STARLINK-5993 [+],,Unknown,14559,DELTA 1 DEB [-],Unknown,Unknown,2023-09-26 04:53:45.649,0.6464171536559015,12.456,0.241,0.001,0.0003,0.0013,6.68e-06,4.463598238691647e-06,0.6682033291454561
Celestrak,1148,57613,STARLINK-30041 [+],,Unknown,35857,IRIDIUM 33 DEB [-],Unknown,Unknown,2023-09-25 12:54:30.493,0.65,9.789,0.193,0.001,0.0003,0.0013,8.291e-06,4.414344814937036e-06,0.0
spacemap,1148,57613,STARLINK-30041 [+],,Unknown,35857,IRIDIUM 33 DEB [-],Unknown,Unknown,2023-09-25 12:54:30.493,0.6500133988425668,9.789,0.193,0.001,0.0003,0.0013,8.291e-06,4.414344814937036e-06,0.5324261023925987
Celestrak,1165,56996,AAC-AIS-SAT2 [+],,Unknown,18153,SL-14 R/B [-],Unknown,Unknown,2023-09-25 02:23:43.315,0.654,10.681,0.206,0.001,0.0015,0.0025,1.831e-05,1.6124244476194233e-05,0.0
spacemap,1165,56996,AAC-AIS-SAT2 [+],,Unknown,18153,SL-14 R/B [-],Unknown,Unknown,2023-09-25 02:23:43.315,0.6540469865359809,10.681,0.206,0.001,0.0015,0.0025,1.831e-05,1.6124244476194233e-05,0.8806250396610723
Celestrak,1175,57204,SITRO-AIS 12 (SMIRENNIY) [+],,Unknown,57327,OBJECT BB [-],Unknown,Unknown,2023-09-30 17:37:37.018,0.656,0.024,0.155,0.001,0.0015,0.0025,1.024e-05,1.6025803486266094e-05,0.0
spacemap,1175,57204,SITRO-AIS 12 (SMIRENNIY) [+],,Unknown,57327,OBJECT BB [-],Unknown,Unknown,2023-09-30 17:37:37.018,0.6560527476931837,0.024,0.155,0.001,0.0015,0.0025,1.024e-05,1.6025803486266094e-05,1.5650198717056731
Celestrak,1179,56950,BLACKJACK ACES-3 [+],,Unknown,18214,COSMOS 1869 [?],Unknown,Unknown,2023-10-01 06:48:07.426,0.657,3.162,0.158,0.001,0.0015,0.0025,1.002e-05,1.5970047557432752e-05,0.0
spacemap,1179,56950,BLACKJACK ACES-3 [+],,Unknown,18214,COSMOS 1869 [?],Unknown,Unknown,2023-10-01 06:48:07.426,0.6571970071088078,3.162,0.158,0.001,0.0015,0.0025,1.002e-05,1.5970047557432752e-05,1.5938171215002745
Celestrak,1208,57674,STARLINK-30314 [+],,Unknown,51068,OBJECT CN [-],Unknown,Unknown,2023-09-29 09:38:21.942,0.664,7.743,0.178,0.001,0.0015,0.0025,8.789e-06,1.565107665753426e-05,0.0
spacemap,1208,57674,STARLINK-30314 [+],,Unknown,51068,OBJECT CN [-],Unknown,Unknown,2023-09-29 09:38:21.942,0.6638602521378172,7.743,0.178,0.001,0.0015,0.0025,8.789e-06,1.565107665753426e-05,1.7807573850875253
Celestrak,1228,57668,STARLINK-30278 [+],,Unknown,47700,OBJECT B [-],Unknown,Unknown,2023-09-28 11:42:45.572,0.669,9.109,0.191,0.001,0.0015,0.0025,8.146e-06,1.5414099314889752e-05,0.0
spacemap,1228,57668,STARLINK-30278 [+],,Unknown,47700,OBJECT B [-],Unknown,Unknown,2023-09-28 11:42:45.572,0.6689440101632409,9.109,0.191,0.001,0.0015,0.0025,8.146e-06,1.5414099314889752e-05,1.8922292308973427
Celestrak,1254,56947,ICEYE-X30 [+],,Unknown,56962,TOMORROW-R2 [+],,Unknown,2023-09-28 04:15:55.848,0.675,0.001,0.184,0.001,0.001,0.002,8.367e-06,9.681477356053771e-06,0.0
spacemap,1254,56947,ICEYE-X30 [+],,Unknown,56962,TOMORROW-R2 [+],,Unknown,2023-09-28 04:15:55.848,0.6752579527022479,0.001,0.184,0.001,0.001,0.002,8.367e-06,9.681477356053771e-06,1.1571025882698425
Celestrak,1259,57334,STARLINK-5589 [+],,Unknown,40035,FLOCK 1C-9 [-],Unknown,Unknown,2023-09-30 16:23:10.315,0.677,14.264,0.345,0.001,0.0015,0.0025,2.185e-06,1.505793904361751e-05,0.0
spacemap,1259,57334,STARLINK-5589 [+],,Unknown,40035,FLOCK 1C-9 [-],Unknown,Unknown,2023-09-30 16:23:10.315,0.6768090909314183,14.264,0.345,0.001,0.0015,0.0025,2.185e-06,1.505793904361751e-05,6.891505283120142
Celestrak,1265,56872,OBJECT AC [+],,Unknown,18421,COSMOS 1892 [?],Unknown,Unknown,2023-09-27 16:55:33.700,0.678,15.22,0.479,0.001,0.0015,0.0025,3.2e-06,1.499903892353565e-05,0.0
spacemap,1265,56872,OBJECT AC [+],,Unknown,18421,COSMOS 1892 [?],Unknown,Unknown,2023-09-27 16:55:33.700,0.6781367057196879,15.22,0.479,0.001,0.0015,0.0025,3.2e-06,1.499903892353565e-05,4.687199663604891
Celestrak,1280,57628,HEAD-3C [+],,Unknown,29842,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-27 16:12:02.545,0.683,14.277,0.362,0.001,0.0003,0.0013,4.217e-06,4.003445882480082e-06,0.0
spacemap,1280,57628,HEAD-3C [+],,Unknown,29842,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-27 16:12:02.545,0.6825564516685311,14.277,0.362,0.001,0.0003,0.0013,4.217e-06,4.003445882480082e-06,0.9493587579985967
Celestrak,1302,57861,VICTUS NOX [+],,Unknown,33643,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-25 07:55:01.653,0.69,13.807,0.314,0.001,0.0003,0.0013,4.808e-06,3.91950104651149e-06,0.0
spacemap,1302,57861,VICTUS NOX [+],,Unknown,33643,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-25 07:55:01.653,0.689827001279865,13.807,0.314,0.001,0.0003,0.0013,4.808e-06,3.91950104651149e-06,0.8152040446155345
Celestrak,1311,57693,CAPELLA-11 (ACADIA) [+],,Unknown,22109,DELTA 2 R/B(1) [-],Unknown,Unknown,2023-09-28 02:39:35.011,0.692,4.356,0.169,0.001,0.0015,0.0025,4.313e-05,1.4413363931801476e-05,0.0
spacemap,1311,57693,CAPELLA-11 (ACADIA) [+],,Unknown,22109,DELTA 2 R/B(1) [-],Unknown,Unknown,2023-09-28 02:39:35.011,0.6917775515354068,4.356,0.169,0.001,0.0015,0.0025,4.313e-05,1.4413363931801476e-05,0.3341841857593664
Celestrak,1330,57645,STARLINK-30277 [+],,Unknown,31149,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-25 00:45:07.896,0.696,14.343,0.36,0.001,0.0003,0.0013,4.161e-06,3.8550575758302495e-06,0.0
spacemap,1330,57645,STARLINK-30277 [+],,Unknown,31149,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-25 00:45:07.896,0.6955689173745542,14.343,0.36,0.001,0.0003,0.0013,4.161e-06,3.8550575758302495e-06,0.9264738225979933
Celestrak,1378,56834,STARLINK-30069 [+],,Unknown,26960,PSLV R/B [-],Unknown,Unknown,2023-09-25 17:56:08.978,0.71,7.01,0.186,0.001,0.0015,0.0025,7.895e-06,1.3697148516690753e-05,0.0
spacemap,1378,56834,STARLINK-30069 [+],,Unknown,26960,PSLV R/B [-],Unknown,Unknown,2023-09-25 17:56:08.978,0.7096337628766032,7.01,0.186,0.001,0.0015,0.0025,7.895e-06,1.3697148516690753e-05,1.7349143149703297
Celestrak,1419,57612,STARLINK-30245 [+],,Unknown,13154,SL-3 R/B [-],Unknown,Unknown,2023-09-27 01:35:09.185,0.72,10.997,0.232,0.001,0.0015,0.0025,1.704e-05,1.331284959778618e-05,0.0
spacemap,1419,57612,STARLINK-30245 [+],,Unknown,13154,SL-3 R/B [-],Unknown,Unknown,2023-09-27 01:35:09.185,0.7198034985199425,10.997,0.232,0.001,0.0015,0.0025,1.704e-05,1.331284959778618e-05,0.781270516302006
Celestrak,1430,56223,VIREO [+],,Unknown,57424,OBJECT A [+],Unknown,Unknown,2023-09-24 13:34:22.650,0.722,15.057,0.472,0.001,0.0015,0.0025,3.055e-06,1.322862454333694e-05,0.0
spacemap,1430,56223,VIREO [+],,Unknown,57424,OBJECT A [+],Unknown,Unknown,2023-09-24 13:34:22.650,0.7220913550299792,15.057,0.472,0.001,0.0015,0.0025,3.055e-06,1.322862454333694e-05,4.330155333334513
Celestrak,1431,56689,STARLINK-30129 [+],,Unknown,30259,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-30 05:52:49.969,0.722,7.14,0.19,0.001,0.0003,0.0013,7.598e-06,3.576676878718252e-06,0.0
spacemap,1431,56689,STARLINK-30129 [+],,Unknown,30259,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-30 05:52:49.969,0.7221307347709542,7.14,0.19,0.001,0.0003,0.0013,7.598e-06,3.576676878718252e-06,0.4707392575306991
Celestrak,1432,57086,STARLINK-6247 [+],,Unknown,43788,FLOCK 3S-3 [-],Unknown,Unknown,2023-09-29 00:09:13.624,0.722,9.885,0.216,0.001,0.0015,0.0025,3.274e-06,1.3229967487854504e-05,0.0
spacemap,1432,57086,STARLINK-6247 [+],,Unknown,43788,FLOCK 3S-3 [-],Unknown,Unknown,2023-09-29 00:09:13.624,0.7220547044991482,9.885,0.216,0.001,0.0015,0.0025,3.274e-06,1.3229967487854504e-05,4.040918597389892
Celestrak,1438,56797,STARLINK-6058 [+],,Unknown,26257,CZ-4B DEB [-],Unknown,Unknown,2023-09-26 23:17:52.807,0.725,15.168,0.492,0.001,0.0003,0.0013,2.917e-06,3.5514655505406717e-06,0.0
spacemap,1438,56797,STARLINK-6058 [+],,Unknown,26257,CZ-4B DEB [-],Unknown,Unknown,2023-09-26 23:17:52.807,0.724689363998079,15.168,0.492,0.001,0.0003,0.0013,2.917e-06,3.5514655505406717e-06,1.2175061880495959
Celestrak,1441,56996,AAC-AIS-SAT2 [+],,Unknown,54317,CZ-6A DEB [-],Unknown,Unknown,2023-09-24 18:15:19.619,0.726,10.709,0.229,0.001,0.0003,0.0013,6.25e-06,3.5362961481905184e-06,0.0
spacemap,1441,56996,AAC-AIS-SAT2 [+],,Unknown,54317,CZ-6A DEB [-],Unknown,Unknown,2023-09-24 18:15:19.619,0.7262420328287693,10.709,0.229,0.001,0.0003,0.0013,6.25e-06,3.5362961481905184e-06,0.5658073837104829
Celestrak,1445,57435,STARLINK-30180 [+],,Unknown,25978,CLEMENTINE [-],Unknown,Unknown,2023-09-25 00:18:43.635,0.727,14.223,0.367,0.001,0.0015,0.0025,4.835e-06,1.3049066458866911e-05,0.0
spacemap,1445,57435,STARLINK-30180 [+],,Unknown,25978,CLEMENTINE [-],Unknown,Unknown,2023-09-25 00:18:43.635,0.7270425394826913,14.223,0.367,0.001,0.0015,0.0025,4.835e-06,1.3049066458866911e-05,2.698876206590881
Celestrak,1446,57441,STARLINK-30160 [+],,Unknown,15202,DELTA 1 R/B(1) [-],Unknown,Unknown,2023-09-27 13:25:00.822,0.727,9.053,0.203,0.001,0.0015,0.0025,6.814e-06,1.305634833007621e-05,0.0
spacemap,1446,57441,STARLINK-30160 [+],,Unknown,15202,DELTA 1 R/B(1) [-],Unknown,Unknown,2023-09-27 13:25:00.822,0.7268397621708201,9.053,0.203,0.001,0.0015,0.0025,6.814e-06,1.305634833007621e-05,1.9161063002753462
Celestrak,1449,57190,NANOZOND 1 (RS49S) [+],,Unknown,57205,ARCCUBE 1 (RS25S) [+],,Unknown,2023-09-28 15:49:01.679,0.728,0.003,0.128,0.001,0.001,0.002,1.494e-05,8.339684625651424e-06,0.0
spacemap,1449,57190,NANOZOND 1 (RS49S) [+],,Unknown,57205,ARCCUBE 1 (RS25S) [+],,Unknown,2023-09-28 15:49:01.679,0.7275554644454749,0.003,0.128,0.001,0.001,0.002,1.494e-05,8.339684625651424e-06,0.5582118223327593
Celestrak,1459,56380,STARLINK-6161 [+],,Unknown,22547,SL-16 DEB [-],Unknown,Unknown,2023-09-29 17:53:27.899,0.731,12.58,0.276,0.001,0.0003,0.0013,5.159e-06,3.4939737845116885e-06,0.0
spacemap,1459,56380,STARLINK-6161 [+],,Unknown,22547,SL-16 DEB [-],Unknown,Unknown,2023-09-29 17:53:27.899,0.7306272845271589,12.58,0.276,0.001,0.0003,0.0013,5.159e-06,3.4939737845116885e-06,0.6772579539662121
Celestrak,1460,56707,STARLINK-30070 [+],,Unknown,40041,FLOCK 1C-3 [-],Unknown,Unknown,2023-09-27 20:08:42.580,0.731,13.778,0.335,0.001,0.0015,0.0025,2.084e-06,1.2903740889276692e-05,0.0
spacemap,1460,56707,STARLINK-30070 [+],,Unknown,40041,FLOCK 1C-3 [-],Unknown,Unknown,2023-09-27 20:08:42.580,0.7311252280564556,13.778,0.335,0.001,0.0015,0.0025,2.084e-06,1.2903740889276692e-05,6.1918142462939985
Celestrak,1466,57185,A-SEANSAT-PG 1 [+],,Unknown,30338,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-25 16:08:37.075,0.733,1.727,0.174,0.001,0.0003,0.0013,8.159e-06,3.474443482983078e-06,0.0
spacemap,1466,57185,A-SEANSAT-PG 1 [+],,Unknown,30338,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-25 16:08:37.075,0.7326778924098611,1.727,0.174,0.001,0.0003,0.0013,8.159e-06,3.474443482983078e-06,0.42584182902109063
Celestrak,1480,56906,STARLINK-6098 [+],,Unknown,38013,ASAP-S [-],Unknown,Unknown,2023-09-27 19:00:23.256,0.736,12.617,0.28,0.001,0.0015,0.0025,5.048e-06,1.273324688182303e-05,0.0
spacemap,1480,56906,STARLINK-6098 [+],,Unknown,38013,ASAP-S [-],Unknown,Unknown,2023-09-27 19:00:23.256,0.7360038010307814,12.617,0.28,0.001,0.0015,0.0025,5.048e-06,1.273324688182303e-05,2.522434009869855
Celestrak,1501,57795,TIANQI-24 [+],,Unknown,41257,NOAA 16 DEB [-],Unknown,Unknown,2023-09-24 09:30:50.871,0.741,6.213,0.19,0.001,0.0003,0.0013,7.403e-06,3.400234083726818e-06,0.0
spacemap,1501,57795,TIANQI-24 [+],,Unknown,41257,NOAA 16 DEB [-],Unknown,Unknown,2023-09-24 09:30:50.871,0.7406300466711975,6.213,0.19,0.001,0.0003,0.0013,7.403e-06,3.400234083726818e-06,0.4593048877113086
Celestrak,1522,56390,STARLINK-6300 [+],,Unknown,25979,ARIANE 40 R/B [-],Unknown,Unknown,2023-09-28 11:26:48.542,0.746,11.52,0.252,0.001,0.0015,0.0025,7.274e-05,1.2394006299429513e-05,0.0
spacemap,1522,56390,STARLINK-6300 [+],,Unknown,25979,ARIANE 40 R/B [-],Unknown,Unknown,2023-09-28 11:26:48.542,0.7460086804066357,11.52,0.252,0.001,0.0015,0.0025,7.274e-05,1.2394006299429513e-05,0.17038776875762324
Celestrak,1523,57106,STARLINK-6118 [+],,Unknown,57201,SITRO-AIS 9 (SHCHUKIN) [+],,Unknown,2023-09-30 02:55:10.553,0.746,12.675,0.286,0.001,0.001,0.002,4.883e-06,7.931386145130325e-06,0.0
spacemap,1523,57106,STARLINK-6118 [+],,Unknown,57201,SITRO-AIS 9 (SHCHUKIN) [+],,Unknown,2023-09-30 02:55:10.553,0.746047525214048,12.675,0.286,0.001,0.001,0.002,4.883e-06,7.931386145130325e-06,1.6242855099591083
Celestrak,1534,57174,OBJECT J [+],,Unknown,57220,STARLINK-5880 [+],,Unknown,2023-09-30 09:06:07.858,0.748,13.241,0.311,0.001,0.001,0.002,4.47e-06,7.886213396314684e-06,0.0
spacemap,1534,57174,OBJECT J [+],,Unknown,57220,STARLINK-5880 [+],,Unknown,2023-09-30 09:06:07.858,0.7481812017541243,13.241,0.311,0.001,0.001,0.002,4.47e-06,7.886213396314684e-06,1.7642535562225243
Celestrak,1535,56712,ONEWEB-0676 [+],,Unknown,33834,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-24 13:35:27.919,0.749,12.931,0.302,0.001,0.0003,0.0013,4.601e-06,3.326821646138368e-06,0.0
spacemap,1535,56712,ONEWEB-0676 [+],,Unknown,33834,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-24 13:35:27.919,0.74875717585969,12.931,0.302,0.001,0.0003,0.0013,4.601e-06,3.326821646138368e-06,0.7230649089629142
Celestrak,1555,57667,STARLINK-30275 [+],,Unknown,46891,RESURS O1 DEB [-],Unknown,Unknown,2023-09-27 04:59:25.132,0.753,8.779,0.212,0.001,0.0003,0.0013,6.539e-06,3.2937132111384955e-06,0.0
spacemap,1555,57667,STARLINK-30275 [+],,Unknown,46891,RESURS O1 DEB [-],Unknown,Unknown,2023-09-27 04:59:25.132,0.752511039908885,8.779,0.212,0.001,0.0003,0.0013,6.539e-06,3.2937132111384955e-06,0.5037028920536007
